"Time,""CH-1[C]"",""CH-2[C]"",""CH-3[C]"",""CH-4[C]"",""CH-6[C]"",""CH-7[C]"",""CH-8[C]"","
 0.000000000E+00, 2.26000E+01, 2.29000E+01, 2.36000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.17000E+01 
 5.000000000E+00, 2.26000E+01, 2.29000E+01, 2.36000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.17000E+01 
 1.000000000E+01, 2.26000E+01, 2.28000E+01, 2.37000E+01, 2.29000E+01, 2.30000E+01, 2.32000E+01, 2.18000E+01 
 1.500000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.18000E+01 
 2.000000000E+01, 2.26000E+01, 2.29000E+01, 2.36000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.18000E+01 
 2.500000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.18000E+01 
 3.000000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.20000E+01 
 3.500000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.22000E+01 
 4.000000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.36000E+01, 2.33000E+01, 2.26000E+01 
 4.500000000E+01, 2.26000E+01, 2.29000E+01, 2.36000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.34000E+01 
 5.000000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.28000E+01 
 5.500000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.29000E+01 
 6.000000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.31000E+01 
 6.500000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.32000E+01 
 7.000000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.33000E+01 
 7.500000000E+01, 2.26000E+01, 2.29000E+01, 2.35000E+01, 2.29000E+01, 2.30000E+01, 2.30000E+01, 2.34000E+01 
